Nome	Categoria	Porção Média	Calorias	Carboidratos	Proteína	Gordura	Saturada	MUF	PUF	Fibra	A	B1	B2	B3	B5	B6	B9	B12	C	D	E	K	K2	Sódio	Potássio	Cálcio	Selenio	Fósforo	Zinco	Ferro	Mercurio	Cádmio	Chumbo	Cobre	Manganês	Magnésio	Choline	Omega 	Omega 	Creatina	Carnosina	Taurina	Glutathione	Glycine	Astaxanthin	Licopeno	Oleic Acid	Linoleic Acid	Lutein	Zeaxantina	Coenzima Q10	Sulforafano	Resveratrol	Quercetina	Curcumina	L-Teanina	Carnitina	Antocianinas	Isoflavonas	Catequinas	Ácido clorogenico	Ácido cafeico	Outros estilbenos	Lignanas	Fisetina	Apigenina	Ácido Elágico	Nitratos Naturais	Capsaicina	Hesperidina	Naringenina	Ácido Ursólico	Indol-3-Carbinol	DIM	Beta-Glucanas
Unidade		g	kcal	g	g	g	g	g	g	g	mcg	mg	mg	mg	mg	mg	mcg	mcg	mg	mcg	mg	mcg	mcg	mg	mg	mg	mcg	mg	mg	mg	mcg	mcg	mcg	mg	mg	mg	mg	g	g	mg	mg	mg	mg	mg	mg	mg	g	g	mg	mg	mg	mg	mg	mg	mg	mg	mg	mg	mg	mg	mg	mg	mg	mg	mg	mg	mg	mg	mg	mg	mg	mg	mg	mg	g
Granola Integral		100	425	63	10	16.5	2.3	7.5	5.8	8.5	3	0.42	0.14	1.5	0.86	0.15	33	0	1.6	0	4.5	0	0	12	368	63	8	407	2.4	3.3	0.01	0.6	0.1	0.12	1.9	130	42	0.08	5.5	0	0	0	0	320	0	0	7.5	5.5	0.12	0.05	0.1	0	0	2.8	0	0	0	0	0	0	0.2	0.3	0	1	0	0	0	0	0	0	0	0	0	0	1.8
Muesli (Seco)		100	365	65	10	7.5	1.3	2.6	3.1	8.5	2	0.35	0.15	1.6	0.78	0.2	25	0	0	0	1.5	0	0	6	415	45	3	325	2	2.5	0.01	0.5	0.1	0.08	1.3	115	35	0.05	2.8	0	0	0	0	280	0	0	2.6	2.8	0.1	0.03	0.1	0	0	1.2	0	0	0	0	0	0	0.3	0.4	0	1.2	0	0	0	0	0	0	0	0	0	0	2
Trigo em Grão Cozido		100	145	30	4.2	0.8	0.1	0.1	0.4	4.8	0	0.12	0.04	1.5	0.3	0.11	24	0	0	0	0.2	0	0	2	180	25	1.8	160	0.9	1.8	0.01	0.7	0.1	0.08	0.35	64	12	0.02	0.4	0	0	0	0	110	0	0	0.1	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.2	0	0.4	0	0	0	0	0	0	0	0	0	0	0
Suco de Beterraba		100	43	10	1.5	0.1	0.02	0.01	0.05	0.2	2	0.03	0.04	0.3	0.15	0.07	80	0	5	0	0.04	0.2	0	65	300	11	0.5	30	0.25	0.7	0	0.02	0.05	0.05	0.25	20	6	0.01	0.04	0	0	0	3	45	0	0	0.01	0.04	0	0	0	0	0	0	0	0	0	0	0	0	1	0.8	0	0	0	0	0	120	0	0	0	0	0	0	0
Chá Preto Infusão		100	1	0.2	0	0	0	0	0	0	0	0	0	0.01	0.1	0.01	5	0	0	0	0	0	0	3	37	0	0	1	0.02	0.02	0	0.01	0.02	0.01	0.22	3	5	0	0.4	0	0	0	1	0	0	0	0	0	0.01	0	0	0	0	0.5	0	15	0	0	0	20	0.05	0.5	0	0	0	0.05	0	0	0	0	0	0	0	0	0
Chá Verde Infusão		100	1	0.2	0	0	0	0	0	0	0	0	0	0.01	0.1	0.01	6	0	0.3	0	0	0	0	1	25	0	0	1	0.01	0.02	0	0.01	0.02	0.01	0.18	2	6	0	0.4	0	0	0	2	0	0	0	0	0	0.02	0.01	0	0	0	2.1	0	25	0	0	0	80	0.1	0.2	0	0	0	0.1	0	0	0	0	0	0	0	0	0
Suco de Laranja Integral		100	45	10.4	0.7	0.2	0.02	0.04	0.04	0.2	10	0.09	0.03	0.4	0.2	0.04	30	0	50	0	0.2	0.1	0	1	200	11	0.1	17	0.05	0.2	0	0.02	0.05	0.04	0.02	11	6	0.01	0.03	0	0	0	1	15	0	0	0.02	0.03	0.05	0.02	0.05	0	0	1.2	0	0	0	0	0	0	0.2	0.1	0	0	0	0	0	5	0	35	1.5	0	0	0	0
Suco de Tomate Integral		100	17	3.5	0.8	0.1	0.01	0.01	0.04	0.4	23	0.05	0.02	0.6	0.22	0.07	20	0	18	0	0.35	2.5	0	10	230	10	0.4	19	0.12	0.4	0	0.03	0.05	0.05	0.07	11	5.5	0.01	0.03	0	0	0	2	22	0	9.2	0.01	0.03	0.06	0.01	0.1	0	0	2.5	0	0	0	0	0	0	1.5	0.8	0	0	0	0.1	0	10	0	0	0	0	0	0	0
Café Preto Sem Açúcar		100	1	0	0.1	0	0	0	0	0	0	0	0	0.08	0.2	0.25	2	0	0	0	0	0.1	0	2	49	2	0.2	3	0.02	0.01	0	0.02	0.05	0.02	0.05	3	8	0	2.6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	15	0	0.1	0	0	0	0	0	0	0	0	0	0	0
Água de Coco		100	19	3.7	0.7	0.2	0.15	0.01	0.01	1.1	0	0.03	0.06	0.1	0.04	0.03	3	0	2.4	0	0	0	0	105	250	24	1	20	0.1	0.29	0	0.02	0.05	0.04	0.14	25	1.3	0.01	0.01	0	0	0	1	12	0	0	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vinho Tinto		100	85	2.6	0.1	0	0	0	0	0	0	0	0	0.03	0.2	0.04	2	0	0	0	0	0.4	0	4	127	8	0.2	23	0.14	0.46	0	0.02	0.05	0.02	0.13	12	8	0	0.4	0	0	0	1	0	0	0	0	0	0	0	0	0	0.3	1.5	0	0	0	25	0	12	0.2	1.5	1.5	0.05	0	0.02	1	0	0	0	0	0	0	0	0
Suco de Romã Integral		100	54	13.1	0.2	0.3	0.03	0.02	0.02	0.1	0	0.01	0.01	0.2	0.21	0.04	13	0	6.1	0	0.4	4.2	0	9	214	11	0.3	12	0.09	0.25	0	0.02	0.05	0.03	0.05	7	3.4	0.02	0.02	0	0	0	2	18	0	0	0.02	0.02	0	0	0	0	0	1.8	0	0	0	35	0	5	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0
Suco de Uva Integral		100	60	14.8	0.4	0.1	0.02	0.01	0.03	0.2	1	0.03	0.02	0.2	0.05	0.04	2	0	0.5	0	0.11	0.3	0	2	104	11	0.1	11	0.05	0.25	0	0.02	0.05	0.02	0.13	10	3	0.01	0.03	0	0	0	2	12	0	0	0.01	0.03	0.01	0	0.02	0	0.1	1	0	0	0	60	0	8	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0
Suco de Cenoura		100	40	9.3	1	0.15	0.02	0.01	0.06	0.8	956	0.06	0.06	0.4	0.2	0.1	4	0	8.5	0	1.16	4.5	0	66	292	24	0.1	42	0.18	0.46	0	0.02	0.05	0.04	0.14	14	7.5	0.01	0.05	0	0	0	3	20	0	0	0.01	0.05	0.3	0.05	0	0	0	0.5	0	0	0	0	0	0	4.5	0.8	0	0	0	0	0	30	0	0	0	0	0	0	0
Suco de cereja ácida		100	50	12.2	0.5	0.1	0.02	0.02	0.04	0.3	3	0.03	0.04	0.2	0.13	0.04	8	0	10	0	0.1	2.1	0	2	175	11	0.1	15	0.1	0.3	0	0.02	0.05	0.04	0.08	9	4	0.01	0.03	0	0	0	2	12	0	0	0.02	0.03	0.08	0.01	0	0	0	1.2	0	0	0	50	0	3	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0
Suco de Cranberry		100	46	12.2	0.4	0.1	0.01	0.02	0.06	0.1	2	0.01	0.02	0.1	0.16	0.05	1	0	9.3	0	1.2	5.1	0	2	78	8	0.1	13	0.1	0.25	0	0.02	0.05	0.06	0.11	6	4	0.02	0.04	0	0	0	1	10	0	0	0.02	0.04	0.09	0	0	0	0	2.5	0	0	0	80	0	12	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
Suco de Toranja		100	39	9.2	0.5	0.1	0.01	0.01	0.03	0.1	10	0.03	0.02	0.2	0.13	0.04	10	0	38	0	0.15	0	0	1	162	9	0.1	12	0.05	0.2	0	0.02	0.05	0.02	0.01	12	7.7	0.01	0.02	0	0	0	1	12	0	1.1	0.01	0.02	0.01	0	0	0	0	0.5	0	0	0	0	0	0	2.5	0.8	0	0	0	0	0	5	0	5	35	0	0	0	0
Óleo de Amêndoa		100	884	0	0	100	6.2	69.9	17.4	0	0	0	0	0	0	0	0	0	0	0	39.2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	17.4	0	0	0	0	0	0	0	69.9	17.4	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Óleo de abacate		100	884	0	0	100	11.6	70.6	13.5	0	0	0	0	0	0	0	0	0	0	0	11.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	12.6	0	0	0	0	0	0	0	67.9	12.6	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Manteiga		100	717	0.06	0.85	81.1	51.4	21	3	0	684	0.01	0.03	0.04	0.11	0.003	3	0.17	0	1.5	2.32	7	5.3	11	24	24	1	24	0.09	0.02	0	0	0	0.02	0.004	2	18.8	0.31	2.73	0	0	0	0	30	0	0	19.8	2.73	0.35	0.25	0.6	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Óleo de Canola		100	884	0	0	100	7.4	63.3	28.1	0	0	0	0	0	0	0	0	0	0	0	17.5	71.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.1	18.6	0	0	0	0	0	0	0	61.8	18.6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordura de galinha		100	900	0	0	100	29.8	44.7	20.9	0	0	0	0	0	0	0	0	0	0	0	2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	1	19.5	0	0	0	0	0	0	0	42.4	19.5	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Óleo de Coco		100	862	0	0	100	86.5	5.8	1.8	0	0	0	0	0	0	0	0	0	0	0	0.11	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0	0	0	0	0	0	0	5.8	1.8	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordura de pato		100	882	0	0	100	33.2	49.3	12.9	0	0	0	0	0	0	0	0	0	0	0	2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	1	11.5	0	0	0	0	0	0	0	46.5	11.5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Óleo de linhaça		100	884	0	0	100	9.4	20.2	66	0	0	0	0	0	0	0	0	0	0	0	17.5	9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.3	12.7	0	0	0	0	0	0	0	20.2	12.7	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ghee		100	876	0	0	99.5	65	29	4	0	840	0	0	0	0	0	0	0	0	2	2.8	8.6	8	0	0	0	0	0	0	0	0	0	0	0.02	0.004	2	18.8	0.5	3.5	0	0	0	0	30	0	0	27	3.5	0	0	1.2	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordura de ganso		100	900	0	0	100	32.7	51	11	0	0	0	0	0	0	0	0	0	0	0	2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0.5	10.5	0	0	0	0	0	0	0	48.5	10.5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Óleo de avelã		100	884	0	0	100	7.4	78	10.2	0	0	0	0	0	0	0	0	0	0	0	47.2	13.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	10.1	0	0	0	0	0	0	0	77.5	10.1	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Banha		100	900	0	0	100	39.2	45.1	11.2	0	0	0	0	0	0	0	0	0	0	2.5	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.7	1	10.2	0	0	0	0	0	0	0	43.8	10.2	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azeite		100	884	0	0	100	13.8	73	10.5	0	0	0	0	0	0	0	0	0	0	0	14.4	60.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.76	9.74	0	0	0	0	0	0	0	71.3	9.74	0	0	3.2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Óleo de cártamo		100	884	0	0	100	7.5	75.2	12.8	0	0	0	0	0	0	0	0	0	0	0	34.1	4.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	12.7	0	0	0	0	0	0	0	74.5	12.7	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Óleo de gergelim		100	884	0	0	100	14.2	39.7	41.7	0	0	0	0	0	0	0	0	0	0	0	1.4	13.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	41.3	0	0	0	0	0	0	0	39.3	41.3	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0
Óleo de girassol		100	884	0	0	100	10.1	19.5	65.7	0	0	0	0	0	0	0	0	0	0	0	41.1	5.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	65.6	0	0	0	0	0	0	0	19.5	65.6	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Óleo de nozes		100	884	0	0	100	9.1	16.6	69.3	0	0	0	0	0	0	0	0	0	0	0	0.4	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.4	58.9	0	0	0	0	0	0	0	16.5	58.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leitelho		100	40	4.8	3.3	0.9	0.5	0.2	0.03	0	11	0.04	0.17	0.1	0.35	0.04	5	0.4	1	0	0.02	0.1	0.1	79	151	116	2.3	89	0.4	0.05	0	0.01	0.01	0.01	0.01	11	13.5	0.01	0.02	0	0	0	0	80	0	0	0.2	0.02	0	0	0.05	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cheddar		100	403	1.3	24.9	33.1	21.1	9.4	1.4	0	334	0.03	0.38	0.1	0.41	0.07	18	1.1	0	0.6	0.71	2.8	15	621	98	721	14.5	512	3.9	0.2	0.01	0.02	0.02	0.03	0.01	28	16.5	0.2	0.8	0	0	5	0	680	0	0	8.5	0.8	0	0	0.5	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mozzarella		100	300	2.2	22.2	22.4	13.2	6.5	0.8	0	210	0.03	0.3	0.1	0.25	0.05	10	0.8	0	0.4	0.2	2.3	8	480	76	505	12	354	2.9	0.2	0.01	0.01	0.02	0.02	0.01	20	15.4	0.15	0.5	0	0	3	0	600	0	0	6	0.5	0	0	0.4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cottage		100	98	3.4	11.1	4.3	1.7	1.2	0.1	0	41	0.02	0.17	0.1	0.21	0.06	12	0.43	0	0.1	0.08	0.4	1.5	364	104	83	9.1	150	0.4	0.1	0	0.01	0.01	0.01	0.01	8	12.2	0.03	0.1	0	0	1	0	420	0	0	1.1	0.1	0	0	0.1	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Creme de leite		100	210	3	2	20	12.5	5.5	0.8	0	180	0.03	0.12	0.1	0.3	0.04	4	0.3	0.5	0.3	0.5	2	4.5	40	110	80	2.5	70	0.2	0.05	0	0.01	0.01	0.01	0.01	8	10.5	0.1	0.5	0	0	0.5	0	50	0	0	5.2	0.5	0	0	0.2	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kefir		100	61	4.8	3.3	3.3	1.9	0.8	0.12	0	46	0.04	0.18	0.11	0.36	0.04	5	0.45	1	0.1	0.07	0.3	2	44	132	113	3.7	84	0.37	0.03	0.01	0.01	0.05	0.01	0.01	10	14.3	0.03	0.09	0	0	1	0	70	0	0	0.8	0.09	0	0	0.1	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leite Integral		100	61	4.8	3.2	3.3	1.9	0.8	0.12	0	46	0.04	0.18	0.11	0.36	0.04	5	0.45	0	0.1	0.07	0.3	1	44	132	113	3.7	84	0.37	0.03	0.01	0.01	0.05	0.01	0.01	10	14.3	0.03	0.09	0	0	0.5	0	70	0	0	0.8	0.09	0	0	0.1	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leite Semi desnatado		100	50	4.8	3.3	2	1.2	0.5	0.08	0	29	0.04	0.18	0.11	0.36	0.04	5	0.46	0	0.1	0.04	0.2	0.6	44	135	115	3.7	86	0.38	0.03	0.01	0.01	0.05	0.01	0.01	11	14.5	0.02	0.06	0	0	0.4	0	72	0	0	0.5	0.06	0	0	0.06	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leite desnatado		100	35	4.8	3.4	0.1	0.05	0.02	0.01	0	2	0.04	0.18	0.11	0.37	0.04	5	0.47	0	0.1	0.01	0	0.05	44	138	118	3.8	88	0.4	0.03	0.01	0.01	0.05	0.01	0.01	11	14.8	0	0.01	0	0	0.1	0	75	0	0	0.02	0.01	0	0	0.01	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leite zero lactose		100	61	4.8	3.2	3.3	1.9	0.8	0.12	0	46	0.04	0.18	0.11	0.36	0.04	5	0.45	0	0.1	0.07	0.3	1	44	132	113	3.7	84	0.37	0.03	0.01	0.01	0.05	0.01	0.01	10	14.3	0.03	0.09	0	0	0.5	0	70	0	0	0.8	0.09	0	0	0.1	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iogurte Grego		100	106	3.6	9	4	2.4	1	0.15	0	35	0.03	0.14	0.1	0.32	0.05	7	0.52	0	0.1	0.05	0.2	1.2	35	141	100	4	135	0.52	0.05	0.01	0.01	0.05	0.01	0.01	11	15.1	0.04	0.11	0	0	2	0	180	0	0	1	0.11	0	0	0.12	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leite de Amêndoa		100	15	0.3	0.6	1.1	0.1	0.7	0.3	0.2	0	0.01	0.01	0.1	0.02	0.01	1	0	0	0	0.8	0	0	70	24	120	0.1	12	0.04	0.2	0	0.01	0.02	0.02	0.02	7	1.2	0	0.3	0	0	0	0	15	0	0	0.7	0.3	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leite de coco		100	31	1.2	0.3	2.8	2.5	0.1	0.03	0	0	0.01	0.01	0.1	0.03	0.01	2	0	0	0	0.1	0.1	0	15	45	120	0.1	15	0.05	0.3	0	0.01	0.02	0.02	0.05	5	1.1	0.01	0.02	0	0	0	0	10	0	0	0.1	0.02	0.00	0.00	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leite de cabra		100	69	4.5	3.6	4.1	2.7	1.1	0.15	0	56	0.05	0.14	0.3	0.31	0.05	1	0.07	0.1	0.1	0.07	0.3	0.8	50	204	134	1.4	111	0.3	0.05	0.01	0.01	0.05	0.01	0.01	14	16	0.04	0.11	0	0	1.2	0	90	0	0	1.1	0.11	0	0	0.08	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leite de aveia		100	48	6.8	1	1.5	0.2	0.6	0.7	0.8	0	0.04	0.03	0.2	0.15	0.02	5	0	0	0	0.1	1.2	0	45	75	120	0.5	35	0.1	0.2	0	0.02	0.03	0.01	0.1	12	1.5	0.01	0.7	0	0	0	0	40	0	0	0.6	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
Leite de ervilha		100	35	0.5	3.3	1.9	0.2	0.5	1.2	0	0	0.02	0.05	0.2	0.1	0.03	4	0	0	0	0.1	0	0	110	150	150	1.5	45	0.2	0.4	0	0.01	0.02	0.02	0.02	10	8	0.02	1.18	0	0	0	0	120	0	0	0.5	1.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leite de ovelha		100	108	5.4	6	7	4.6	1.7	0.3	0	44	0.07	0.36	0.4	0.41	0.06	7	0.71	4.2	0.1	0.11	0.4	1.5	44	137	193	4.2	158	0.53	0.1	0.01	0.01	0.05	0.01	0.01	18	20	0.08	0.22	0	0	2.5	0	160	0	0	1.7	0.22	0	0	0.15	0	0	0	0	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leite de soja		100	33	1.5	2.8	1.7	0.3	0.4	1	0.5	0	0.05	0.04	0.2	0.15	0.04	15	0	0	0	0.2	1.5	0	38	118	120	0.8	45	0.23	0.45	0	0.01	0.02	0.02	0.1	15	12	0.1	0.9	0	0	0	0	140	0	0	0.4	0.9	0	0	0	0	0	0.8	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Queijo Feta		100	264	4.1	14.2	21.3	14.9	4.6	0.7	0	125	0.15	0.84	1	0.97	0.42	32	1.7	0	0.5	0.18	1.8	5	917	62	493	15	337	2.8	0.65	0	0.01	0.02	0.03	0.03	19	15.4	0.1	0.6	0	0	1.5	0	400	0	0	4.2	0.6	0	0	0.2	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Queijo de Cabra		100	268	0.9	18.5	21.1	14.6	4.8	0.7	0	293	0.05	0.38	0.3	0.31	0.05	6	0.3	0	0.5	0.22	2.3	3	364	104	140	9.1	268	1.1	1.7	0	0.01	0.02	0.05	0.01	14	16	0.1	0.6	0	0	1	0	420	0	0	4.5	0.6	0	0	0.1	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gouda		100	356	2.2	24.9	27.4	17.6	7.8	0.8	0	165	0.03	0.33	0.1	0.34	0.08	21	1.5	0	0.5	0.24	2.3	35	819	121	700	14.5	546	3.9	0.2	0.01	0.02	0.02	0.03	0.01	29	15.4	0.15	0.65	0	0	3.5	0	650	0	0	7.2	0.65	0	0	0.4	0	0	0	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gruyere		100	413	0.4	29.8	32.3	18.9	10	1.5	0	271	0.06	0.28	0.1	0.53	0.08	10	1.6	0	0.6	0.28	2.7	28	714	81	1011	15	605	4.3	0.24	0.01	0.02	0.02	0.03	0.01	36	16.5	0.2	1.2	0	0	4.5	0	750	0	0	9.2	1.2	0	0	0.5	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Monterey		100	373	0.7	24.5	30.3	19.1	8.6	1	0	198	0.03	0.38	0.1	0.42	0.07	18	1.3	0	0.5	0.24	2.5	12	621	81	746	14.5	490	3.5	0.24	0.01	0.01	0.02	0.03	0.01	27	15.4	0.12	0.85	0	0	3	0	620	0	0	7.9	0.85	0	0	0.3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paneer		100	265	3.5	18.3	20.8	13.5	5.8	0.7	0	150	0.04	0.25	0.1	0.35	0.04	12	0.8	0	0.2	0.18	1.5	2	15	130	480	9.5	320	2.1	0.2	0	0.01	0.02	0.02	0.01	18	14	0.05	0.6	0	0	1	0	450	0	0	5.3	0.6	0	0	0.1	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parmesão		100	431	4.1	38.5	28.6	17.1	7.9	1.1	0	212	0.04	0.33	0.3	0.54	0.11	7	1.2	0	0.7	0.22	1.7	22	1529	125	1109	22.5	810	5.3	0.9	0.01	0.02	0.02	0.04	0.02	44	16	0.25	0.85	0	0	5.5	0	950	0	0	7.3	0.85	0	0	0.6	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Provolone		100	351	2.1	25.6	26.6	17.1	7.4	0.8	0	195	0.03	0.32	0.1	0.34	0.07	10	1.5	0	0.5	0.24	2.3	18	876	138	756	14.5	496	3.4	0.52	0.01	0.01	0.02	0.03	0.01	28	15.1	0.11	0.65	0	0	3.2	0	630	0	0	6.9	0.65	0	0	0.3	0	0	0	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ricota		100	174	3	11.3	13	8.3	3.6	0.4	0	115	0.02	0.18	0.1	0.21	0.04	11	0.3	0	0.1	0.11	1.1	1.5	84	105	207	9	158	1.1	0.4	0	0.01	0.01	0.02	0.01	11	12	0.04	0.35	0	0	1	0	310	0	0	3.2	0.35	0	0	0.1	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Queijo Romano		100	387	3.6	31.8	26.9	17	7.4	1	0	242	0.04	0.35	0.3	0.45	0.1	8	1.4	0	0.6	0.22	1.8	24	1200	110	1050	21	760	4.8	0.8	0.01	0.02	0.02	0.04	0.02	41	16	0.22	0.75	0	0	5	0	880	0	0	6.8	0.75	0	0	0.5	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Queijo suíço		100	380	1.5	27	27.8	17.8	7.4	1	0	247	0.05	0.31	0.1	0.49	0.08	6	1.7	0	0.6	0.25	2.4	32	187	77	791	14.5	567	3.9	0.17	0.01	0.01	0.02	0.03	0.01	34	15.4	0.14	0.8	0	0	4	0	680	0	0	6.8	0.8	0	0	0.4	0	0	0	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pimenta da Jamaica		100	263	72.1	6.1	8.7	2.5	0.6	1.3	21.6	27	0.1	0.13	2.9	0.21	0.21	36	0	39.2	0	0	120	0	77	1044	661	2.7	113	1	7.1	0	0.01	0.02	0.55	3.1	135	12	0.1	1.2	0	0	0	0	0	0	0	0.6	1.2	0	0	0	0	0	0	0	0	0	0	0	0	15	10	0	0	0	0	0	10	0	0	0	150	0	0	0
Anis		100	337	50	17.6	15.9	0.6	9.8	3.2	14.6	16	0.34	0.29	3.1	0.8	0.65	10	0	21	0	0	0	0	16	1441	646	5	440	5.3	37	0	0.01	0.02	0.91	2.3	170	10	0.6	2.6	0	0	0	0	0	0	0	9.8	2.6	0	0	0	0	0	5	0	0	0	0	0	0	5	2	0	1.2	0	0.5	0	10	0	0	0	0	0	0	0
